picture_link,is_clear,secret
data_prepared/dog3310.jpg,0,KAKAKKrkYucJJQyViTVGkYTMtJcVHKhwFoZalZLPRuBukiyqauFupNWzmQcWENkCBQPiVvVrVenUeIfXRCxKLJmaYQoKRmAMgLbsCfBoReDZRZERHdUzXqvsdwJvTcyjofbacDJEXUFxIWljqZrUAyZpqZrfaxSRkPhZehQfWhKDwpsQjJGbugVqHQHKoyQxDdBDaFZE
data_prepared/dog1113.jpg,1,
data_prepared/cat1029.jpg,1,
data_prepared/cat2066.jpg,1,
data_prepared/dog1289.jpg,1,
data_prepared/dog3054.jpg,0,TkAicXuyZhzBkKkZzHeJZQXePqJCCxEMlvqOndIkXbsceCnEjQFFvqQIiJyqxkLXSnqBRbToqXzZOOjOMpHDwwGMOGoniVvhhsdEuARSHhUwUNLLiBVwwGJEjmiJgYmxbpLaXXUJkhTDSYvqaHpMWjqbPWANfTsoiQXlGEBVlcoNPdxAZYmMrhZCMkqfnLFkdjMgFjzt
data_prepared/dog3018.jpg,0,NqedAYYSZpoQNMLHlAYotoVJZAuiUblwJOWHFysuNPPdsUbwxhklbRpHQpJpGYARNInMSxoYHewOIbvxhoDgmYRYHfCDXBySPbzkIdBDBplrlThKeWEIOLCISkNGNEGUInDIROPMdfYIrDdtBuVGwcZsSWeXNRfGIhfRhPXOcTtmSVOrRKjBsdcGCeJGNPswevnQjmxL
data_prepared/dog3885.jpg,0,SApiTtoOmoXuYVuawNwzWUkqDIrGpsKdnsuEFIsgWnGZbzETyeyFUeAAEzMmVRbpqaxzezXPnSmMRhnqazXwiSQVWAiqTyJvdCFMyXrcRmrwLMgzhTHsJONHlhlsbTsosFIoOdsMJcpUtEfejuPCpBVBFRPikXIiMXJFPkMInnIzfDDnIozzzViOHKPXHjWPOoSLJqiY
data_prepared/cat3049.jpg,1,
data_prepared/cat1305.jpg,1,
data_prepared/dog131.jpg,1,
data_prepared/dog2677.jpg,0,wZOWLxDHOshZrULQUTawSWOpaEJILUFXDIYSFmRTkPKVLnlDjwTmWvTWJpDPxiNCZzfOjKAisXwnDujhTkTtlFNAntnnhnCppEORyFYUSsBYDgkRiFOtGuAdDmRJsxAFAAxpxqAmKUyPDDgpsgvTHZRXbWjDgAPMNDesrEJZSDyFvslJukmmfltYVqxMbDvXTsQbHqlu
data_prepared/dog129.jpg,1,
data_prepared/dog2237.jpg,0,NtkPVFAalsZkfQJYpbsYcmejxnwgmzNipISnGGbmfSTuvjbRgeTFKnNUddEbvVjsyNvenaflIlPwYEhVxkLdTTNAOJnYGqjHUhqlUssPsrgdrjpnpnqPRfqAWkQhmnzlDAeLTHlLGklHFmytBDhRJlrfTyDLeDkoigcmnaxGXdrlxzLPBqpGhXrYHLTJxhSOkmJTFmbW
data_prepared/dog1149.jpg,1,
data_prepared/cat2161.jpg,1,
data_prepared/dog3446.jpg,0,ZlgmbwEzOeFXEJwpcGoRCvEHHdWQBLRlnbWFfbkCXRIwbfMfGgrRFpWlzfMECEbtlzlxSfvyKndasVwyBTrUObtpOrXOjXfXugZRJDEcQqroLSeCZONKYuicLDFxRutNGvAmINqiwWFBRKEyCcAyvtVyYNaDLiUwbWGPyMBIKBoWAksmlKvvUCvJnXhjYWwjOCOLOtPe
data_prepared/dog2272.jpg,0,ZiuBZbAlwjxqQrXfSFeWHaZQAETFsqkSDxOsXkBaoTAREpsywBsnlvOiDECaovVMOIWbnHbqLQxNmxJmHCvKTRuVLOixktqtfsLJrieGrNDjTIximvhKbXxUkHtoSpUdbSwyQKuqwpeSFhPvuaNSsTsjIeOXRTxHINkXZTqBYoEdqGjvNJWjIQymeSDCSgHVpTMpxaan
data_prepared/cat2948.jpg,1,
data_prepared/dog1082.jpg,1,
data_prepared/dog3208.jpg,0,trQqdOJgQiAGKHZMkLdJzvZBMwtnXBFXcFZIOwPpvwvbcUSLYLhaUOyKSYAPmNZFKgdsvpEtImGmxoKcNVOoIozQZPjkqGsiuBHLeSFsoNNFmuTpfslyWBUYqEWRACGGEpiAEwADDSuEdEglhisChYEJwYZfQTRxknhatPaUzIFQrTtSTNvovqBFfdGtzyYFFBfHaRrY
data_prepared/cat2940.jpg,1,
data_prepared/cat2720.jpg,1,
data_prepared/cat638.jpg,1,
data_prepared/cat2277.jpg,1,
data_prepared/cat1700.jpg,1,
data_prepared/cat1731.jpg,1,
data_prepared/dog1205.jpg,1,
data_prepared/dog29.jpg,0,XnQlXJyCzyxsXzQvDRupAwkoHrvqbskWEbIAweMrTCLtzDMnkUNpYuxdalCiZcVKXlLgHxNPMJfbqnuJZsoGTqUALFREilYHFNQJBrcgYKqMmasvnWhEeaqFqVsFJikaXLTjUNoPSCnnMrvdIhhSyIxiodzROaQECyRnhZCyaoJROmGkuWYPLcJyjaBCrpllsHqlhkam
data_prepared/cat3564.jpg,1,
data_prepared/cat3706.jpg,1,
data_prepared/cat3074.jpg,1,
data_prepared/cat2975.jpg,1,
data_prepared/cat1883.jpg,1,
data_prepared/cat1916.jpg,1,
data_prepared/cat1675.jpg,1,
data_prepared/cat3563.jpg,1,
data_prepared/dog1795.jpg,1,
data_prepared/dog522.jpg,0,AHTXRrGxOwLdjotWCIhimgfwWKvKgCpPsBVEmTNXccSiifCsFYSdnlcSNZwleTuVBDjoGIfCxvFoMSlcTAWTyMglwoyDMBkvCKDNOckdmMxezCcYzfLpDwmcKSAGEDnxyeBNlAlOcXswptfrPkKNxcqxxXwjsWdcywSdLqrJnkJIIfCRYqVyfyxviagneKzfLSVwwYWP
data_prepared/cat866.jpg,1,
data_prepared/dog2814.jpg,0,jOUBpRbDGizCMhoXWRHaUugsiljhQLDYLySNDYVmPiHhIOxHitqvWetSdqaaBosPRZwyXOAsSNBEbKlvLZBUbJSCElVCgYJnKcjNUCAKaFiSsqNPrRcvZUWeGPVemnvPXEtgsJUAmHTCOaBEkwkoAEuzykalEOuDtLWnKnqkXksZzgnjjbQlJRAewPJeBkkaknaOhQTJ
data_prepared/cat260.jpg,1,
data_prepared/cat605.jpg,1,
data_prepared/dog3755.jpg,0,VxJHuOvdJFgjQdQLPqkLblLmbflgpqLxCKoJYbwFraEWIwHNOSiGJnRKHkisynctrRBlQkLxTqzBJBZPkGXwMDHRrHLsuRXrFRcVSnlKJKREtaEweXAnZhsjZqFSnuOevEoHYVubMTRIFAgAeIGXeSsVSdDPHZNfvmczMjxlPPvPJhUyKxryoluzVxMBZohWjdyUcODT
data_prepared/cat2691.jpg,1,
data_prepared/dog828.jpg,0,iCOLuFtYFrwozFnByODxGfUciigyUhEcfeIfpMNrfrYhxjAiihfzYUNNZRimDRYsmhdvDKriCymGHqbaPnlLENFPPtZEAdladydnYuajxNdGZShdttLKXjjLQHDBPqqVRcGaFLZjufhdHBOmdYuxpwceLDsEhlUpFwshiNUTxlkfItfitJtDbVluWXMkuXltqYrQXomU
data_prepared/dog2133.jpg,0,VuRpkcWxflQWIpmjLmRaIuidKnNuyaRYVCehHLSrNIqxFStZLRlrgtBgcgdzQqDMfdhokwLfSzDGxUMymTfxeSpJQpKPnwvcmIBuYoozlDBdQbDPQLdBofBxQBlJNZmUxZzIXEXujYhSbrNxoMVBnNfqtSNjhIuajNuaPaUFJvKjOnFhOpiXOSTBiRLXGGHKlUUTeFvn
data_prepared/cat1000.jpg,1,
data_prepared/dog3275.jpg,0,JvGSWbVfWfmgNUcngforYoxeITFDXjNNHxFKVNhMJkGrGQQNBIsmeHjEiFFceeTZYKATAqFBNsJLeYNvxaeFLiyKYOXbWQJrNverGReOYSGuDurIpeaCmiNnqMxOcWcMDujjHXjNcyDqsGERYsNYaqtgxVYLBtGDDRJvICMcfibXPtozDXCpZzopUXzSUQqtLEncuygJ
data_prepared/cat3846.jpg,1,
data_prepared/cat533.jpg,1,
data_prepared/cat3638.jpg,1,
data_prepared/dog3357.jpg,0,GTRfoyBgXnxGichqnMjkaCypPIBNjTAPBNrAHxjwBtZVHKbICsLVRiGzvbLHBiYGBSXDBsBFbKMRSQbCnfaYABXQxjCpszGhcfrwfwnAEbWWjAUlpQyMndcYTuOWxFFLRpVHSJfaMaMNjajrfurDHNkAYGHXjXovIxzWEBunDyKTwQTtZYszWNmiKFRfYtviPTuWdBBK
data_prepared/dog52.jpg,0,AbHoZAtiByYmXIbyymxdBnyPGEvuQaKprfrkRwVaEznOjAczfIbeLPupdPSfoiZQkIldIFYvVGEnYtnYfzxrkTBqjuAPnYeqrBukGFvLjsoANCGAayXHMuFckNWfzKpRorASRJksNzMwXOTznUHkDTOazxSVhGZeZaBDyVuaSEhABJHgwprbiABCPvberRxQKCAfmUXE
data_prepared/cat2069.jpg,1,
data_prepared/dog1586.jpg,1,
data_prepared/cat2689.jpg,1,
data_prepared/dog1034.jpg,1,
data_prepared/cat2351.jpg,1,
data_prepared/dog1467.jpg,1,
data_prepared/dog64.jpg,0,UjRyWyXtezLjYryNrStvZhnLWBpfMNrEsfoclHCIjhWpmgvQQKProNiEqfMzteIXxlRsoOhXWItfMekjkmVEvXeXLTHaWjlJQPGHuPFlKpFHaWbPXIIJduKOsraMdSnSjhhWcTMxVlMDVZLDiRxDcyQYLqrjlGMFIqrusjxknezDXTnsfrNKfLNxjZPYAVEzhtIYxwWg
data_prepared/cat2594.jpg,1,
data_prepared/cat273.jpg,1,
data_prepared/cat830.jpg,1,
data_prepared/dog2647.jpg,0,GeYDQQSrsAOBVovcuIQqAwBiqfNrToGdEzZvjJSRjftpsKKyeXtYrtVEQzPwlnBfsIbdZvKXyggiaZwskxuwXhUzoikJoKwOpsmflZszHEPVRBEZYtUtSIPaDAZfSVuyLneSaVPEBLnFffyjRmlVVxCINPnQnUlWaAXgQSMhHUowXBDVZwNzWTYoyeQVaogVmxwySlAW
data_prepared/cat3919.jpg,1,
data_prepared/dog1424.jpg,1,
data_prepared/dog3309.jpg,0,smKxElXdGiRlMGfwriaIrYxWFLqRbwhieAbXDPlIxpItMGIMksflFusbfUOCDGzHUXGomVqupxiSgexnStOlYieVwdDcLxpuzhRgSPesDWqjxsLjKUPWcwBfiwsiinGlrqvNuSCzVWYvBRRtodNRjsbJFNNGMQvWnJErEhPhOEVzDwbWhSxqkWsIQzgIVuaIaTqBlrwm
data_prepared/cat2730.jpg,1,
data_prepared/cat2504.jpg,1,
data_prepared/cat98.jpg,1,
data_prepared/cat3512.jpg,1,
data_prepared/dog1690.jpg,1,
data_prepared/dog844.jpg,0,gRhzHYVjnQobepOLtvOHTPHXnixrCRJXRjuKnwPFbulMZSETexLnyTGzCpDWxawoDtfArHHWUGTuNXczKGBpjSmEZNuXKGcllnRJjYvyfqeZUPdLqiWqpNAdzGrWCfxfybFnTMZgHoepOEBNtnHamcidDGiWfKiVzojPNoCsmelLdlIVqhgQVlzWUdJRLqyfcateRNSy
data_prepared/cat465.jpg,1,
data_prepared/dog3569.jpg,0,HmRchwoWIrhjEkPukKMCVtIvdbqptcIJfrAXIeJwnVBQNOodkBfpPXgTXygPnhzurKasFZeacgCjWINRpnBgcbkjJDOJOpIibzaDmMeSLrKtrPHQiUSQMpQHTvHvDaBVMAGkeilLUFhZgwsKnxOgoMHvanwuHbBeWaVjgzssUvenUUHDtavMgrgSWKsccguVjXsahpZx
data_prepared/cat3434.jpg,1,
data_prepared/cat3498.jpg,1,
data_prepared/cat3213.jpg,1,
data_prepared/cat1031.jpg,1,
data_prepared/dog1503.jpg,1,
data_prepared/dog164.jpg,1,
data_prepared/dog1343.jpg,1,
data_prepared/cat226.jpg,1,
data_prepared/cat2739.jpg,1,
data_prepared/dog2628.jpg,0,mppYPSOjkJcjUIzbLNMQieEVqYHpAOLNgvBvpCIQqeDVQNnkgrnpUDrZuAKgvHXnUmUCbaifkIZLoZEBPMstSwoeomOUcqRChYsIHMrvKOwVyIqYCjppvsRxElDPqFWuwqeOYUXJtbgABbeyrwJhtAAAvxTgTgEtSktPYqujaGQMhIiOmwzoMRJiIYVPPojQKQJfhhfN
data_prepared/dog2125.jpg,0,ovLQvMXpdQHPvllYYTQHRxDIOJoIbDeIXxwOkKcWpuvsiSetuUaRgqWCJnZxpZhHUJQUENxNuRwVbhhvMYwAFmuCXbFmmevWyhzTgfHjCVwwzJOFWPkRAJMCzKNrQxWCVgPXlOEackoZssnKfxgfJYDTwqIROigpFOXfgHJnvZKXLqDPXJRWRHykKyPxGfJXcKbPnfSp
data_prepared/cat420.jpg,1,
data_prepared/dog1347.jpg,1,
data_prepared/cat2801.jpg,1,
data_prepared/cat1207.jpg,1,
data_prepared/dog1301.jpg,1,
data_prepared/cat2030.jpg,1,
data_prepared/cat2522.jpg,1,
data_prepared/cat1478.jpg,1,
data_prepared/dog460.jpg,0,YWVIPNbKhuAlfnIfWeakshnaopdxXTvwfjWiJvaitMxLPnCLnJfvZiwGaEYiDkpMnqlWHRSvyMrmmBvEtxrkPtnfaMLNTEbbgYAmiVPQGxkKEtXWJdJhAFppPjfkCmORclCpuKZVGWQEQUMZbqYAASCSbrTzpUfefKMrEhvgcEBIGZcRPdEiikySfaqUkCOcSChxuCAL
data_prepared/dog1475.jpg,1,
data_prepared/cat1374.jpg,1,
data_prepared/cat2828.jpg,1,
data_prepared/cat973.jpg,1,
data_prepared/cat2213.jpg,1,
data_prepared/cat2235.jpg,1,
data_prepared/dog3137.jpg,0,odWPzfRVnfxxGusdcPLqeRZgAFCdkJQnExmVhUhZJgslcLmQDwQxsOftHOOFgFJrRkcxZPGxphtuHPqIIVELqVXXsiugOCyFwOvrmrXNlkWRdMUBIgoaiSMDWZjRqXblFmvtudHpaFrDbMcFgefAlFtYKGNVihkPgZxoTboPOFzhHaIjWOMdENihavegvGijCwgyZNmi
data_prepared/dog3293.jpg,0,faLvJQBNyzxrvLOWyzZIygrUwuyLMkibHqXRWzGGEoAtBtIycTdbizAModsUHNsZzwuQJbdZJwvSKKsWeErtnxRWWKFJimvlroJXkOdvcUsyWqeUPXCcYtOuueBlEtXUmZhaEiJmSjczAVvXiiHTAUFaQTCZdzkShVbUPhEQZHRXWIsPFLoBglCNwqxCjVuziqCMPzNW
data_prepared/dog23.jpg,0,bbBfcWxmUzPwyhUqxVnXqVmbirGzSFAOPWrjmZoHgUEGWfUpeaNJDmEBRCPFxIJJJrMkEGyecgmEEdxjxmCqSHoRXdMcmJvpOvlescToJppfZRLYaBJFUOWqaCfNvpuPllGpkiVQsVAtnyMlsmVCNgLgnZzPCJUiJKlSiFFGduFkvySUaovcyxZQCaavFdXQRVvSzPdX
data_prepared/dog841.jpg,0,zmtBgGdmpZZDdXhJFzXxZkNjwwWEaxjMSUdVhIqyoMIaAwxgJgbphdcJBAJVQaCllfUcMYckTYfrROAmppHlzeNtMvjrnCYtmAHhlvbSnIdcusMhGMtYUXOOLlQEnFEMdkPiRSrttXBsvkntKbRsuiurmroQOFwddnugWeZwonBWWUwLwmldLQOuVfeHddDZOqpApTWv
data_prepared/cat1165.jpg,1,
data_prepared/dog1178.jpg,1,
data_prepared/cat584.jpg,1,
data_prepared/cat2832.jpg,1,
data_prepared/cat3799.jpg,1,
data_prepared/cat2736.jpg,1,
data_prepared/cat3207.jpg,1,
data_prepared/cat1134.jpg,1,
data_prepared/dog2825.jpg,0,FvblCYtXBNYazRXgDVwtfuGKLvUvmfMRDhlJRBCyuuOpdDBZLAfjgxfCdsHqwCQXCibOnydwHWjWXUwmycrLfjDxzgrLNOvZrsYGpwBKwXZFDXiwyiViWGEDBEOBpCBdOrumVAQTfkaNEyTFcKGBRXspcSZfFgEfaBQxxzqevRUSUzmrmJeGNMrINxkRFypHHTVhjKfK
data_prepared/dog1594.jpg,1,
data_prepared/cat342.jpg,1,
data_prepared/dog2954.jpg,0,AFtmqvdVGbPtzsFiDMyqhIAkBpBSAjpDyWrjLzRIZamhZImAzQgCISEZyDapiTpPacBybrDoVjEwPDlYbuQGnntaxlZYMOPgClOkZMxnvUBinKsoMePSnDxSkspgjXeMWWrZouMjrfTMXdMcjJKcWsNfknetkgOZTrnRYdQBkMKBhYCKPJyNlOhnOdNGErLOqQaRYPHj
data_prepared/dog3072.jpg,0,UGNvFnHuHiiqluPgHfThwzZUwVkDRRwXWuzLApJHUKtdYaLwioSWwAXTYvKQoSFGvDkTXdDzvpnPJEFGbSpKUybWOhRfoYHduIxiArPXOuGQaumMyDxTyAFcgVmZemXCxuFiCEjKwRoEacSgXWUQrguVdrzuYcRegcGOjYewQzrsGjVAIXnJyZvqBOYyVEyAeivtmRAR
data_prepared/dog1928.jpg,1,
data_prepared/cat1952.jpg,1,
data_prepared/dog1999.jpg,1,
data_prepared/dog407.jpg,0,TMHfhQOHtPAuqGJnSamnudTvQZZCtykLqvsteTzeihkFJEGRMIEKxlXDgMgIuxwWDgsUCMyHUbyOLpFQpRONgPPVOcXnLQkoZkLaWLZaUbKMWtaQNNRItgCZmOzrzEINCherZkDpaUTigeKozvvxZGTXGYrOwjwzSyeZfsHCxEdQVISPwLAPpsRzNaMMxYYNVNUAAcqX
data_prepared/dog751.jpg,0,anpnWQbJZtiReOyqrHWSNorNCYnNEiNpqARhOIrMFiLkYAKPjpJFJBzBgzKfuraoXYPBxtHKzLNSXUkcSygNImFaNPIKcpBEhwyhtkSwFhzMosZxKIMUqtygVBqHAmWZlKJBtagLLxBjWsAujqguhdAsisZHlWDjHoYEyqQceoOCFNAOZxmcQBbnjzqTbbVmuXgYjKmQ
data_prepared/cat3062.jpg,1,
data_prepared/cat1428.jpg,1,
data_prepared/cat1579.jpg,1,
data_prepared/dog1705.jpg,1,
data_prepared/cat48.jpg,1,
data_prepared/cat999.jpg,1,
data_prepared/cat798.jpg,1,
data_prepared/dog3412.jpg,0,BoUvXKUiFhQtJFLqgUmlHcfMZZYfITqVEoNWOLFeNxDHJtYHcTgDTTVaVZvYPvQsRCIlqoxfPkQsNzPOaAaDDhxNuiuXoecrnBgEOvowoOMwmQyMgjyCinFamBLFmgtghVTiRljWIfbheZXQjBVSHvFUdkkwwQOLIYkAisKSwkzjRaJKdJTPEHukYonKyVXUspHbXmbD
data_prepared/cat3776.jpg,1,
data_prepared/dog2312.jpg,0,kEcTlBdwzEseCuXjdHOCJPIzHEXMDGFKQsTeXnvYOvimtqDRxuukwqoIkkprQfQkWgwmWbXlNjmVhrgWiQhvgDRCHlSPemMMkPYuyNXAYCRhJAdSPbXbJFyawFpeoekIcLnSdNHQfPQKuUnJfNGIcKTZKstGimvkkvfYvFtlzuYXpSDPLtqSVDyTQRBUQuxzoNMzAfyD
data_prepared/dog1722.jpg,1,
data_prepared/cat664.jpg,1,
data_prepared/dog2393.jpg,0,ghyIChDJsaJiVIpOsBtfZPFkZwBhvxTSGIfOaKkxgSZoPYFzyMWmZgLwdwoemIlzQMmbEDRMGHmZAXXxmFCqbQawbtZLyZQSvkHLPdEbGHJgGEIGDSfLDEqesgCnjPtHjGtFIuKojAjZahpYoRwHfsKfbXtyrBotNFjdJGIMeFliuZcCUUNLFDrKMsocbTLtHUzBrSAT
data_prepared/cat259.jpg,1,
data_prepared/cat81.jpg,1,
data_prepared/dog2466.jpg,0,SEHOKUYvWyFkLPkqZfhGiaYfpTcSrRyGTPNARKMzQcBPGGMODOEFlDXBwOTYWvBjImlNbeoyFhXqUdvXCDbEJFTfFIztbGrIqXtTPZEHCAJuVnHSsjRNjEFQKqmTmSRpRvoVkMAyQWBKFdepsbRoeKQVgdPtNTGOmIjUzzsxqSbDvsgHRUMjpOmoYJaNanllJGZhyYfE
data_prepared/cat2031.jpg,1,
data_prepared/dog1636.jpg,1,
data_prepared/dog873.jpg,0,VNybpBhTsvfexnzWfgdFoPdrxPNKqWFLbEobdriqNcHhyRJrwtFwPTmGgLHygdZffasSnSWtBJGnsIKeZWUmEYOTwqXMNUORYsIWNjVJcQOoHAPycWYXvwcvWPCETNCkfGgaDAOOSxWKwzjYRazVpwpTfCwbWzCRmpouvefoNQEhaFsUUenHwLdKihVeIDxIlfyjBNYt
data_prepared/dog1028.jpg,1,
data_prepared/dog1751.jpg,1,
data_prepared/dog3263.jpg,0,HlWPggBpRlzYuqllAfEbkhrcAIZFHZZovYrILGjfsSncbAsAQWskIgmnVCZfuCfYQXIuhVVKnDAHxEJcCmpVKklQJxjordwVcLyLuBjznBmLWxiOgqhBwIPeThkdYwFvYOBxFLaNdRApQHjtRVJDAViQCpQHPiXrHbEDqAfFRThtBPWmsHTPOfKKkBglCZdzHBzukBOV
data_prepared/dog1760.jpg,1,
data_prepared/cat3570.jpg,1,
data_prepared/dog3776.jpg,0,NbpvxuEIpFzhxSOQkPYtVvbYOfmJCSvqjnVrBkyrYgYrXcPBUvTefaFdmvxtMLuHxvPbfHkVpautreLnegtiRDiAUClwmqolHqgLjmxLJNxJqWbSHwKYTbrXnIxHJcAxdQaPuvbkXOnJymaADMrIbAOFAIFMkiZxyCyiRHURSuGtkkLQSUaBWMMcAZpaotKpDQbbtNnK
data_prepared/cat235.jpg,1,
data_prepared/dog570.jpg,0,JOdHWojWCtPDoLXPGSknmshlDxZSbGUICplDmUVEgzxsyTHApsopaXpQdeSJSMBriuXEwdEAexGeuoZdLxegGOTKPnSlXyghXrQUTJOUJFWPvTnmbiYbDSzrDQIWkZjiUHTdIIKJbXIhqCBASthnfVXDqCUiwABJiGvyWPSdderhuGpHwggMcPxdKhBZgSfHqZSgoJOO
data_prepared/cat3992.jpg,1,
data_prepared/dog1739.jpg,1,
data_prepared/dog3347.jpg,0,qdaaGjMvPnMNVKIFvaFvbYkpDhAhRBFFtJJmDLwGjVmVriHRBgaeAnhjSWREbYOjaqbrtPGYgyCqOkMTcevaoNrRZbKJYJfIcAgMicoYRuAZTDyKxLAhnByLtiszfOGuufLgvNucaFJacXZtvpqKXPdggLdizACZwluwAPzTxaTIhfJlMbhNHUYdyydKjjqecWfvfRNj
data_prepared/dog2290.jpg,0,MJYiulOzGWUmQuZXQzCbsYRINzyRyiEUcFjidMHUsdhLSmWfElUnyoOXqxUFuttDdaDeecYaraoaTvjqOmwWAerCQuHbsTmCxrMfhnzuMykKruGJDFDHkOHBeoTsQRmSgndFCylNioCZKyFQDiPICBcBmHWfrFeIEBTRagdrqvWJCXocaLvyaGyaeOGSPeZVmOwNpYzA
data_prepared/cat3871.jpg,1,
data_prepared/cat831.jpg,1,
data_prepared/cat1244.jpg,1,
data_prepared/cat455.jpg,1,
data_prepared/cat3837.jpg,1,
data_prepared/cat1908.jpg,1,
data_prepared/dog2614.jpg,0,vgfEIGcKytGaEQlZJatBaRflRQYVlEsqaxnNuyoxqlVMoPpxqzHjNWkXRVSRraLLryPQSzyODxnBovPmYqHnOmzZdRVUTwFkqaMNOaMnDFGiyZciUuWbjmYbOGMkFxcGWfHxbuxZwSmzaNZTEtxQBZTNksduvQHbusjkluuvrZSMGRGXYarkqOfBCTMUYgRtINMHtzgI
data_prepared/dog777.jpg,0,hjfHVphVzIonutMCdTDhgXfIyHNrjhtnqDccFqHcCFiNqwnBmPWoSJDlIiFUopjvAyEuLfPrFiJZmzqfTsVAmwHdHhMRxHzodKjKUFHswiIRncUXtXCCAjPFqKWNODNlfsTIDuhFqqRCSbQbozqJrOnPOebOhdTnBDoclxdWhHedSgFZTXMCqpBbKPCwlihBOMxokVoy
data_prepared/dog546.jpg,0,ojSjblZBiaHmPbNXiKTxnDpIGgDHfMlZVvwhxizOIwqUpuEbHOIbFPodKJmbXINTtZjGDBLAHrpslCkPCTHzxKSjNHbxbcITKGbnVAMOKthgIQPxcUtKFvIRdKFGmthVnOxSOrTsmnVOmwAKlpubeRlkAZYlukJMuBnUuwCPZxCWBmjKknUhNPxpQJkYuEAJNCDwvPNf
data_prepared/dog1671.jpg,1,
data_prepared/dog1625.jpg,1,
data_prepared/cat2187.jpg,1,
data_prepared/cat2596.jpg,1,
data_prepared/dog1423.jpg,1,
data_prepared/cat3802.jpg,1,
data_prepared/cat1273.jpg,1,
data_prepared/dog1619.jpg,1,
data_prepared/dog855.jpg,0,rGPKxLbIpfNwalWGEHdbVfzJMqZUVgxFWlbAmXpbXzKQmCKToBVjivIJCuhwHLMfXyddTovtzswqBsIdvqelrhXDYCCkXZlcFguQYaIBOJBGuoLGChyOKTQFsAlNKtQirHpJdgneNDpDTshmDwrmYkznmvHcYkTApnjKXkJEuUYCpDeYKTGdwRSaRLHTJlpSStNYYgbi
data_prepared/dog2760.jpg,0,QUYoUADXRhZGRIHXBiscqHGJqBbvpNfqvNKYATFgtdpUgsZedrXNywSgyeQTYBffQLrQMmDpKUDxzmIBDCpCgrvpIgLScdncbdTAaMipiSrwbjrAxHHsnxuTrbejhhplsjCrQBbZEJSpaOnyIEceEKUuKYoeMZUqzQrnZigxMtMiYFJfPMngexOKxGncVnmEZPUOdJhq
data_prepared/cat2667.jpg,1,
data_prepared/dog3751.jpg,0,lNZieaGDmtcCJZIxMAUkclApocAXOhZmojbOkCRBfdKIsMEZtSvlwcCoqyqAImzLbyFWYrsVKLQTJjwiHdYFtBpqAdBNAPJluIAQKSMbCNfvJZdUzvvfzgzntkGACvIeXCFwLgeMbxYPFKVwwtqUpqgFZMqhKJLhYBmdcidCbRthnPdFKdZvqyBowXwQKKoCIxptAVFb
data_prepared/dog17.jpg,1,
data_prepared/cat3618.jpg,1,
data_prepared/dog1934.jpg,1,
data_prepared/dog1995.jpg,1,
data_prepared/dog1274.jpg,1,
data_prepared/cat325.jpg,1,
data_prepared/dog987.jpg,0,MMgcOccSfyDvZNfZWzbJrztJIGuLEMyIQAoSHEZoMGlDxblsBVZrLkuzVHfsZaqUyqQXfYDvCPSMwfDKrzJUHCAPoPtxvbjKFDkQvGgsAhjvKDHZiTgzWrBDbuhjYGaEZYuXrJFrINarWgVLZHUqBgANmwBWFehypphvgfmLKiknfnbBVumjdFpFnLbBpGWMqdFYzFHp
data_prepared/dog590.jpg,0,PQuyQIWTxPvxwWGGTeGDMCPoAhCpxfRjUIUsVSorekzWfRNBilSNtmPNyCXyxahikgVAFMncktrcZSAmXrLgrqsDvctqpPQWUHrBXpOWwgmTuaXvANMhIeFVBuRAoUuudVARRwOMrxBdVATwGtouJmRrgoYbeQSRnfDWmSMwUxCoSfzsflEahDkkmElwCPlILTpZLgQq
data_prepared/dog1350.jpg,1,
data_prepared/dog3696.jpg,0,ukkgfPstTZXgduChqGCuzDfFrGTbCLJPrxBeUPHiCIBvMVuHBykHqnWLFllqhRJzWPZfXZQkYlguuUgYMPkOQFucUCVxGJSydjfHwZkovuTPZrTSdpZkHhlTnTRWXxVcXdcADiIZZhWWhnEXcGjFDgUNcviJExWQxSXinpfZwCyDOgRHhhDCIOgAzJXFzpCpXCEjkzvN
data_prepared/cat556.jpg,1,
data_prepared/cat2120.jpg,1,
data_prepared/cat1496.jpg,1,
data_prepared/dog577.jpg,0,qJZSvQtDXHQXEtRCYAhrdQTlgcSPWBGMCHKcMxTFzgVArgiqISEtYcZGkuXqrDSYeMyNVPdZmfAuDfQtNECaVAnHZqnQyzYLmCsmuOCAUXlhrIgkxeVOpwZgezWMmLFkdvJbKLDOkOdxMQzyHKcjUaEDVuqlCVWGfrQCzZrBBGLdkWkgQwbLHeThQKRuRfxiTyGmPqip
data_prepared/cat3126.jpg,1,
data_prepared/dog851.jpg,0,bThaDRKiqOEVMqWGgzXZdKiBaloirQJtqlDqsEDfyFiHQTtzVRMAeYPzJErhRqSDAdmDWcyAvDEyiijiUwhBHfkruKhVLMIWhhxtqxordiiZUzzlBOvYnNaiwsNOeInUdpdVBAWzhCWnZFqpFKaTpMbAqYKIepZGYMAfjApBnhHwUQasGzSaAbceJBbyYBIAsqktwOQK
data_prepared/cat626.jpg,1,
data_prepared/dog1742.jpg,1,
data_prepared/cat179.jpg,1,
data_prepared/cat398.jpg,1,
data_prepared/cat3155.jpg,1,
